observation_id,deployment_id,sequence_id,media_id,timestamp,observation_type,scientific_name,vernacular_name,count,age,sex,individual_id,classification_method,classified_by,classification_date,classification_confidence,comments
9b9df3ee-2242-45b7-8f23-0ab6d75d99d3:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,9b9df3ee-2242-45b7-8f23-0ab6d75d99d3,,2018-06-26T12:00:00+0200,time lapse,,,,,,,human,,,,
8e2170d1-2d73-459a-a6a3-6f21a8313c2f:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,8e2170d1-2d73-459a-a6a3-6f21a8313c2f,,2018-06-27T00:00:00+0200,time lapse,,,,,,,human,,,,
e4945e8e-454c-4f5c-b409-a4e00d3c6648:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,e4945e8e-454c-4f5c-b409-a4e00d3c6648,,2018-06-27T12:00:00+0200,time lapse,,,,,,,human,,,,
15a67dd3-e8d4-40bd-aeb2-58767897acd8:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,15a67dd3-e8d4-40bd-aeb2-58767897acd8,,2018-06-28T00:00:00+0200,time lapse,,,,,,,human,,,,
2131a7a4-6fac-48a3-aaca-d5fbf32b5fce:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,2131a7a4-6fac-48a3-aaca-d5fbf32b5fce,,2018-06-28T12:00:00+0200,time lapse,,,,,,,human,,,,
6821f67a-dfd5-4b0b-b589-fc72b3046041,ac911ed5-093c-4726-93a2-ed7aba2ddae5,95de0b53-18f7-4c49-9877-3566ce598a02,,2018-06-28T18:42:00+0200,animal,Capreolus capreolus,western roe deer,1,adult,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:43:58+0200,,
e20804c5-3e9a-43dd-8b92-be150afed570,ac911ed5-093c-4726-93a2-ed7aba2ddae5,95de0b53-18f7-4c49-9877-3566ce598a02,,2018-06-28T18:42:00+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:43:49+0200,,
5a263c52-0cb5-45e2-b4eb-902c02c05986:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,5a263c52-0cb5-45e2-b4eb-902c02c05986,,2018-06-29T00:00:00+0200,time lapse,,,,,,,human,,,,
c1be251f-9812-446f-936f-56b8b64ffd9f:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,c1be251f-9812-446f-936f-56b8b64ffd9f,,2018-06-29T12:00:00+0200,time lapse,,,,,,,human,,,,
f25fa5c2-90ad-402b-ac00-1fd8d24440a2:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,f25fa5c2-90ad-402b-ac00-1fd8d24440a2,,2018-06-30T00:00:00+0200,time lapse,,,,,,,human,,,,
94d745ab-f418-4026-9ec4-9b8e3bd38fe4:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,94d745ab-f418-4026-9ec4-9b8e3bd38fe4,,2018-06-30T12:00:00+0200,time lapse,,,,,,,human,,,,
0208c0bc-86d4-4650-9866-aedd82c57a59:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,0208c0bc-86d4-4650-9866-aedd82c57a59,,2018-07-01T00:00:00+0200,time lapse,,,,,,,human,,,,
9a1f8c0e-3102-425b-80b9-3aa37bbb44c3:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,9a1f8c0e-3102-425b-80b9-3aa37bbb44c3,,2018-07-01T12:00:00+0200,time lapse,,,,,,,human,,,,
5a5beeb9-bc46-4754-aebb-affd4302c56b:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,5a5beeb9-bc46-4754-aebb-affd4302c56b,,2018-07-02T00:00:00+0200,time lapse,,,,,,,human,,,,
4d7583a7-082d-4f56-b19a-2939c1b1c3cc,ac911ed5-093c-4726-93a2-ed7aba2ddae5,31345055-234c-402c-89ef-7081298051f3,,2018-07-02T04:38:08+0200,human,Homo sapiens,Human,1,undefined,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-15T09:50:54+0100,,
32061e73-b61a-40c9-a04f-1914080500b2:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,32061e73-b61a-40c9-a04f-1914080500b2,,2018-07-02T12:00:00+0200,time lapse,,,,,,,human,,,,
ad44114f-2b1a-4ecf-af37-7051c4c139ee:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,ad44114f-2b1a-4ecf-af37-7051c4c139ee,,2018-07-03T00:00:00+0200,time lapse,,,,,,,human,,,,
caa9ec07-7a31-451c-8ac3-747d16575e79:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,caa9ec07-7a31-451c-8ac3-747d16575e79,,2018-07-03T12:00:00+0200,time lapse,,,,,,,human,,,,
179bf6e7-462e-48fa-b86f-9eb0fbbdcb19:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,179bf6e7-462e-48fa-b86f-9eb0fbbdcb19,,2018-07-04T00:00:00+0200,time lapse,,,,,,,human,,,,
ea83d394-49c9-43a2-9f68-0f6301296f3a:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,ea83d394-49c9-43a2-9f68-0f6301296f3a,,2018-07-04T12:00:00+0200,time lapse,,,,,,,human,,,,
490394f7-ab33-46c5-8c60-5b28ee8dc4df:seq,ac911ed5-093c-4726-93a2-ed7aba2ddae5,490394f7-ab33-46c5-8c60-5b28ee8dc4df,,2018-07-04T12:22:46+0200,setup/pickup,,,,,,,human,,,,
9646bf32-e03b-41df-a02c-a8216ca866d8:seq,dde4a152-fc90-4f17-836e-9b0c85789340,9646bf32-e03b-41df-a02c-a8216ca866d8,,2018-06-27T13:53:20+0200,setup/pickup,,,,,,,human,,,,
461bcec0-8434-406a-abcc-d3b3f1b73635:seq,dde4a152-fc90-4f17-836e-9b0c85789340,461bcec0-8434-406a-abcc-d3b3f1b73635,,2018-06-28T00:00:00+0200,time lapse,,,,,,,human,,,,
a07f2162-baa1-4890-a93d-96bc62e32786:seq,dde4a152-fc90-4f17-836e-9b0c85789340,a07f2162-baa1-4890-a93d-96bc62e32786,,2018-06-28T12:00:00+0200,time lapse,,,,,,,human,,,,
bdc2bce5-9e6d-4708-ae1c-502f22eb634a:seq,dde4a152-fc90-4f17-836e-9b0c85789340,bdc2bce5-9e6d-4708-ae1c-502f22eb634a,,2018-06-29T00:00:00+0200,time lapse,,,,,,,human,,,,
90af7293-1941-4bb0-b0c1-eea4c5104c1f:seq,dde4a152-fc90-4f17-836e-9b0c85789340,90af7293-1941-4bb0-b0c1-eea4c5104c1f,,2018-06-29T12:00:00+0200,time lapse,,,,,,,human,,,,
32b1fd47-8be6-49a0-a1ef-099e6a57ad10:seq,dde4a152-fc90-4f17-836e-9b0c85789340,32b1fd47-8be6-49a0-a1ef-099e6a57ad10,,2018-06-30T00:00:00+0200,time lapse,,,,,,,human,,,,
acc65371-6575-4857-8a39-7d2449027193:seq,dde4a152-fc90-4f17-836e-9b0c85789340,acc65371-6575-4857-8a39-7d2449027193,,2018-06-30T12:00:00+0200,time lapse,,,,,,,human,,,,
d564516a-a44d-4b89-abb9-a3ac3c7749b6:seq,dde4a152-fc90-4f17-836e-9b0c85789340,d564516a-a44d-4b89-abb9-a3ac3c7749b6,,2018-07-01T00:00:00+0200,time lapse,,,,,,,human,,,,
65dbe197-da41-42fb-b506-977cdfd3b3b1:seq,dde4a152-fc90-4f17-836e-9b0c85789340,65dbe197-da41-42fb-b506-977cdfd3b3b1,,2018-07-01T12:00:00+0200,time lapse,,,,,,,human,,,,
26d52094-8ab2-422f-a94a-277ad147d2ba,dde4a152-fc90-4f17-836e-9b0c85789340,c2a7f065-a1ae-47e7-a7ea-46d6ab0ce580,,2018-07-01T20:29:16+0200,animal,Sus scrofa,wild boar,2,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T11:50:03+0200,,
26df8180-227f-4c0f-9b43-702e26c88c5e:seq,dde4a152-fc90-4f17-836e-9b0c85789340,26df8180-227f-4c0f-9b43-702e26c88c5e,,2018-07-02T00:00:00+0200,time lapse,,,,,,,human,,,,
54644eda-8a5a-4969-87b5-db1232a62a87:seq,dde4a152-fc90-4f17-836e-9b0c85789340,54644eda-8a5a-4969-87b5-db1232a62a87,,2018-07-02T12:00:00+0200,time lapse,,,,,,,human,,,,
1dda9d68-d636-470c-80ef-3b6ab6590a6e:seq,dde4a152-fc90-4f17-836e-9b0c85789340,1dda9d68-d636-470c-80ef-3b6ab6590a6e,,2018-07-03T00:00:00+0200,time lapse,,,,,,,human,,,,
5795e26e-6a61-4407-be8a-7f3ab03d749d,dde4a152-fc90-4f17-836e-9b0c85789340,94328351-cf2a-4648-9e7a-9b3ebb1e8a81,,2018-07-03T07:31:55+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T11:50:29+0200,,
529d1708-5f35-41f7-8c89-b23c69ab94bc:seq,dde4a152-fc90-4f17-836e-9b0c85789340,529d1708-5f35-41f7-8c89-b23c69ab94bc,,2018-07-03T12:00:00+0200,time lapse,,,,,,,human,,,,
c51d6279-54e6-46aa-8637-d81ff0c7ff11:seq,dde4a152-fc90-4f17-836e-9b0c85789340,c51d6279-54e6-46aa-8637-d81ff0c7ff11,,2018-07-04T00:00:00+0200,time lapse,,,,,,,human,,,,
d33bd404-09da-435e-b243-e8b379fb1b66,dde4a152-fc90-4f17-836e-9b0c85789340,c39c0727-9218-49b3-b136-10efc7910da3,,2018-07-04T08:51:35+0200,animal,Sus scrofa,wild boar,2,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T11:50:57+0200,,
1e7546e5-77fa-4d85-87e2-ee7b362eb93d:seq,dde4a152-fc90-4f17-836e-9b0c85789340,1e7546e5-77fa-4d85-87e2-ee7b362eb93d,,2018-07-04T12:00:00+0200,time lapse,,,,,,,human,,,,
f60b3a3a-cf61-4d6e-afed-2bbc03385467:seq,dde4a152-fc90-4f17-836e-9b0c85789340,f60b3a3a-cf61-4d6e-afed-2bbc03385467,,2018-07-05T00:00:00+0200,time lapse,,,,,,,human,,,,
7425a6ff-a0a0-4e93-a562-077fcd240c39,dde4a152-fc90-4f17-836e-9b0c85789340,140dce3b-5528-4e61-8af5-5f6a6a7762b8,,2018-07-05T09:40:26+0200,animal,Columba palumbus,Common Wood Pigeon,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:07:21+0200,,
f8d6d0f0-9c44-4a20-a492-dd131cfa59be:seq,dde4a152-fc90-4f17-836e-9b0c85789340,f8d6d0f0-9c44-4a20-a492-dd131cfa59be,,2018-07-05T12:00:00+0200,time lapse,,,,,,,human,,,,
20499e50-4fce-4441-89fe-6a8d4171ad33:seq,dde4a152-fc90-4f17-836e-9b0c85789340,20499e50-4fce-4441-89fe-6a8d4171ad33,,2018-07-06T00:00:00+0200,time lapse,,,,,,,human,,,,
28136a07-9439-4b8c-93b7-6a1770fe92a7,dde4a152-fc90-4f17-836e-9b0c85789340,0f89ceb8-ef29-4620-bf28-edf357ff0cca,,2018-07-06T02:02:33+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:07:41+0200,,
afa0d72e-dca0-44a1-b753-4c481c1b2ac3:seq,dde4a152-fc90-4f17-836e-9b0c85789340,afa0d72e-dca0-44a1-b753-4c481c1b2ac3,,2018-07-06T12:00:00+0200,time lapse,,,,,,,human,,,,
cc9625d6-1204-48f8-8e97-b21ff7a08e72:seq,dde4a152-fc90-4f17-836e-9b0c85789340,cc9625d6-1204-48f8-8e97-b21ff7a08e72,,2018-07-07T00:00:00+0200,time lapse,,,,,,,human,,,,
149e83c8-f4cc-4d96-a9f1-162114159e6c:seq,dde4a152-fc90-4f17-836e-9b0c85789340,149e83c8-f4cc-4d96-a9f1-162114159e6c,,2018-07-07T12:00:00+0200,time lapse,,,,,,,human,,,,
82de6ad4-3c11-45f3-aa25-352fd0fc6d79:seq,dde4a152-fc90-4f17-836e-9b0c85789340,82de6ad4-3c11-45f3-aa25-352fd0fc6d79,,2018-07-08T00:00:00+0200,time lapse,,,,,,,human,,,,
bedb556a-ef0c-4afd-9edd-67f4b138a044:seq,dde4a152-fc90-4f17-836e-9b0c85789340,bedb556a-ef0c-4afd-9edd-67f4b138a044,,2018-07-08T12:00:00+0200,time lapse,,,,,,,human,,,,
04f8baa3-adfa-404b-b972-16334734609d,dde4a152-fc90-4f17-836e-9b0c85789340,aacfce3a-eb3f-4c1f-a0fc-bf17c2846abe,,2018-07-08T20:37:37+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:08:01+0200,,
89eb097f-3498-4a44-9972-305f1b903bcd:seq,dde4a152-fc90-4f17-836e-9b0c85789340,89eb097f-3498-4a44-9972-305f1b903bcd,,2018-07-09T00:00:00+0200,time lapse,,,,,,,human,,,,
06466bd9-7c40-4b66-8977-4f085a67cd6d:seq,dde4a152-fc90-4f17-836e-9b0c85789340,06466bd9-7c40-4b66-8977-4f085a67cd6d,,2018-07-09T12:00:00+0200,time lapse,,,,,,,human,,,,
a645045f-1792-4a24-8213-72720eba2515:seq,dde4a152-fc90-4f17-836e-9b0c85789340,a645045f-1792-4a24-8213-72720eba2515,,2018-07-10T00:00:00+0200,time lapse,,,,,,,human,,,,
9640af7f-b27f-4be0-9f9f-01953e628b91:seq,dde4a152-fc90-4f17-836e-9b0c85789340,9640af7f-b27f-4be0-9f9f-01953e628b91,,2018-07-10T02:02:10+0200,empty,,,,,,,human,,,,
7b0d29d8-1239-4df6-94fe-2f43e4676e9b,dde4a152-fc90-4f17-836e-9b0c85789340,e075c37d-09e1-4c7f-a3a2-74a3600e510e,,2018-07-10T06:29:50+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:08:29+0200,,
307dd641-e140-4726-9a8e-4d7f9c31b646,dde4a152-fc90-4f17-836e-9b0c85789340,6c30966c-b48d-47df-83cd-19c3943496fb,,2018-07-10T06:35:34+0200,animal,Sus scrofa,wild boar,3,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:09:06+0200,,
4ebfdadb-8008-463b-90b2-2f44a51da211,dde4a152-fc90-4f17-836e-9b0c85789340,31efb104-3685-422e-a7a1-f4a257b60dd1,,2018-07-10T06:42:17+0200,animal,Sus scrofa,wild boar,3,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:13:13+0200,,
d5f783c6-f837-48de-ac52-d98359526554:seq,dde4a152-fc90-4f17-836e-9b0c85789340,d5f783c6-f837-48de-ac52-d98359526554,,2018-07-10T12:00:00+0200,time lapse,,,,,,,human,,,,
dc91ff86-c576-4c6a-b014-e436a947085f:seq,dde4a152-fc90-4f17-836e-9b0c85789340,dc91ff86-c576-4c6a-b014-e436a947085f,,2018-07-10T20:29:20+0200,empty,,,,,,,human,,,,
d180abf9-616d-4b09-b282-aee4fe443e6f:seq,dde4a152-fc90-4f17-836e-9b0c85789340,d180abf9-616d-4b09-b282-aee4fe443e6f,,2018-07-11T00:00:00+0200,time lapse,,,,,,,human,,,,
3b50a5ad-4ead-4ea6-b670-f4b266428464,dde4a152-fc90-4f17-836e-9b0c85789340,b3cb75e9-5e55-4a2a-acee-712dca273ae0,,2018-07-11T03:54:53+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:13:52+0200,,
97f69de4-6eab-4bf4-8601-21aa64fcc226,dde4a152-fc90-4f17-836e-9b0c85789340,4b8f6ec2-ed5d-4210-8c3d-834a53326bc3,,2018-07-11T04:04:21+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:18:07+0200,,
a1a33e5b-326a-4e0e-badd-a8bce6d296b4,dde4a152-fc90-4f17-836e-9b0c85789340,c17d19e0-a9b0-4c28-b7ed-21893eb8a45c,,2018-07-11T04:12:06+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:19:45+0200,,
b35ec5ef-fa6e-4ea1-b925-7596fabba16d:seq,dde4a152-fc90-4f17-836e-9b0c85789340,b35ec5ef-fa6e-4ea1-b925-7596fabba16d,,2018-07-11T12:00:00+0200,time lapse,,,,,,,human,,,,
6e513cb1-9f67-4714-b779-3df38dc778d3:seq,dde4a152-fc90-4f17-836e-9b0c85789340,6e513cb1-9f67-4714-b779-3df38dc778d3,,2018-07-12T00:00:00+0200,time lapse,,,,,,,human,,,,
56ce586f-b930-4999-ad60-0fbaa6d09e3f,dde4a152-fc90-4f17-836e-9b0c85789340,c1c32f45-cc8a-4f3b-8cf6-1bf49814c515,,2018-07-12T04:50:29+0200,animal,Sus scrofa,wild boar,1,,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:20:10+0200,,
1f40ef3f-2661-4413-85b0-e1fa20efc7df,dde4a152-fc90-4f17-836e-9b0c85789340,8b0a5f3e-cbe4-4236-aa29-75ffce4b38e1,,2018-07-12T04:54:54+0200,animal,Sus scrofa,wild boar,2,adult,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:21:41+0200,,
beafbd9c-ab38-49eb-beb6-dfea408b7fc3,dde4a152-fc90-4f17-836e-9b0c85789340,8b0a5f3e-cbe4-4236-aa29-75ffce4b38e1,,2018-07-12T04:54:54+0200,animal,Sus scrofa,wild boar,5,subadult,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:21:52+0200,,
633c4ea2-354a-4fe9-ace3-54d31c1de7e4:seq,dde4a152-fc90-4f17-836e-9b0c85789340,633c4ea2-354a-4fe9-ace3-54d31c1de7e4,,2018-07-12T12:00:00+0200,time lapse,,,,,,,human,,,,
47829d28-9e36-4263-ae48-d3cf0240143e:seq,dde4a152-fc90-4f17-836e-9b0c85789340,47829d28-9e36-4263-ae48-d3cf0240143e,,2018-07-13T00:00:00+0200,time lapse,,,,,,,human,,,,
263d5944-7a61-4d16-9a3b-90d65b2eef51:seq,dde4a152-fc90-4f17-836e-9b0c85789340,263d5944-7a61-4d16-9a3b-90d65b2eef51,,2018-07-13T12:00:00+0200,time lapse,,,,,,,human,,,,
fb38bdab-c722-4b27-9a33-7dfc478b508c:seq,dde4a152-fc90-4f17-836e-9b0c85789340,fb38bdab-c722-4b27-9a33-7dfc478b508c,,2018-07-14T00:00:00+0200,time lapse,,,,,,,human,,,,
cfcba836-2607-4ccb-b9b5-4493b42e1ec1,dde4a152-fc90-4f17-836e-9b0c85789340,528a40f3-afe6-4c0c-b5df-f7b276e183e7,,2018-07-14T05:37:50+0200,animal,Sus scrofa,wild boar,1,adult,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:22:30+0200,,
2925aefe-91b7-4821-86b3-e156dec7b1e2,dde4a152-fc90-4f17-836e-9b0c85789340,528a40f3-afe6-4c0c-b5df-f7b276e183e7,,2018-07-14T05:37:50+0200,animal,Sus scrofa,wild boar,1,juvenile,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:22:57+0200,,
41835881-2ce0-4fd9-99a7-0765296cd18d,dde4a152-fc90-4f17-836e-9b0c85789340,5568f02d-872b-4b04-82e0-1a3ea465d043,,2018-07-14T05:41:39+0200,animal,Sus scrofa,wild boar,1,juvenile,,,human,6487ca75-e3ae-4262-84d0-3c3add15f085,2019-08-30T13:23:17+0200,,
1f7745a9-533c-488d-b680-64ff15eb8d12:seq,dde4a152-fc90-4f17-836e-9b0c85789340,1f7745a9-533c-488d-b680-64ff15eb8d12,,2018-07-14T12:00:00+0200,time lapse,,,,,,,human,,,,
46d75d77-a6b0-4fa8-a6b3-971c67965738:seq,dde4a152-fc90-4f17-836e-9b0c85789340,46d75d77-a6b0-4fa8-a6b3-971c67965738,,2018-07-15T00:00:00+0200,time lapse,,,,,,,human,,,,
ee5cc66e-ed43-4045-a062-0977f28c07b2:seq,dde4a152-fc90-4f17-836e-9b0c85789340,ee5cc66e-ed43-4045-a062-0977f28c07b2,,2018-07-15T12:00:00+0200,time lapse,,,,,,,human,,,,
ae04d54c-7d77-4b60-bffa-54585add4dd4:seq,dde4a152-fc90-4f17-836e-9b0c85789340,ae04d54c-7d77-4b60-bffa-54585add4dd4,,2018-07-16T00:00:00+0200,time lapse,,,,,,,human,,,,
d99ef9c9-b10e-47af-826a-a54ccaaa7a90:seq,dde4a152-fc90-4f17-836e-9b0c85789340,d99ef9c9-b10e-47af-826a-a54ccaaa7a90,,2018-07-16T12:00:00+0200,time lapse,,,,,,,human,,,,
860782a4-c988-464a-b8d8-f4d175544451:seq,dde4a152-fc90-4f17-836e-9b0c85789340,860782a4-c988-464a-b8d8-f4d175544451,,2018-07-17T00:00:00+0200,time lapse,,,,,,,human,,,,
6648d9bf-d7a9-411b-8d2d-8b76c31c8861:seq,dde4a152-fc90-4f17-836e-9b0c85789340,6648d9bf-d7a9-411b-8d2d-8b76c31c8861,,2018-07-17T06:51:30+0200,empty,,,,,,,human,,,,
6b9b74c7-b0b5-42d0-acda-aaba928d7937:seq,dde4a152-fc90-4f17-836e-9b0c85789340,6b9b74c7-b0b5-42d0-acda-aaba928d7937,,2018-07-17T08:48:09+0200,setup/pickup,,,,,,,human,,,,
6d5f8370-b719-4505-a902-78d1fc91353f:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,6d5f8370-b719-4505-a902-78d1fc91353f,,2018-06-02T16:30:48+0200,setup/pickup,,,,,,,human,,,,
17bc247a-5406-4257-b35c-238d099a8b45:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,17bc247a-5406-4257-b35c-238d099a8b45,,2018-06-03T00:00:00+0200,time lapse,,,,,,,human,,,,
5446110f-143f-4604-b7df-58866d85c427:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,5446110f-143f-4604-b7df-58866d85c427,,2018-06-03T00:34:12+0200,undefined,,,,,,,human,,,,
d0a8d6de-a1a5-469d-a1a5-2d1454740b72:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,d0a8d6de-a1a5-469d-a1a5-2d1454740b72,,2018-06-03T12:00:00+0200,time lapse,,,,,,,human,,,,
2d993718-63a4-4c88-b1fe-ad235a1e42b5,e6f6eea4-861a-45a3-8693-e7c12a06bb37,c35622ed-27aa-4fb6-8718-b7f5aa54407b,,2018-06-03T21:47:31+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:10:05+0200,,
6675265b-b1ef-4ad7-b4a0-24c03708e898,e6f6eea4-861a-45a3-8693-e7c12a06bb37,9b177d7b-121b-4c6b-91ad-eaec087a197c,,2018-06-03T23:17:30+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:10:27+0200,,
fce748cb-d11f-4ad1-9f34-4b1074c9661d:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,fce748cb-d11f-4ad1-9f34-4b1074c9661d,,2018-06-04T00:00:00+0200,time lapse,,,,,,,human,,,,
07ca0328-e4cf-4fbf-ab66-bb1572fef792:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,07ca0328-e4cf-4fbf-ab66-bb1572fef792,,2018-06-04T12:00:00+0200,time lapse,,,,,,,human,,,,
f9655a23-244a-4456-89ed-4fb139cd1d5a:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,f9655a23-244a-4456-89ed-4fb139cd1d5a,,2018-06-05T00:00:00+0200,time lapse,,,,,,,human,,,,
14331dd8-2f81-4542-a019-ba127179d3f4,e6f6eea4-861a-45a3-8693-e7c12a06bb37,142c4715-6f74-4c2c-b3ec-5a53b821f037,,2018-06-05T01:09:17+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:10:53+0200,,
68498f65-5859-45b3-b926-50ec9b0295db,e6f6eea4-861a-45a3-8693-e7c12a06bb37,255e0b3c-5ddd-4c4a-8850-2839ec505218,,2018-06-05T02:16:49+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:11:16+0200,,
748521cf-2008-41dc-a457-c1e9207651af:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,748521cf-2008-41dc-a457-c1e9207651af,,2018-06-05T12:00:00+0200,time lapse,,,,,,,human,,,,
61086d28-1b24-49ef-98ff-fa823e86f9bf,e6f6eea4-861a-45a3-8693-e7c12a06bb37,b9460ada-108b-4e40-b51e-04cf58c0c089,,2018-06-05T22:47:08+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:11:42+0200,,
d3e3dadf-b195-4397-ba60-190abbf9d841:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,d3e3dadf-b195-4397-ba60-190abbf9d841,,2018-06-06T00:00:00+0200,time lapse,,,,,,,human,,,,
8eb58231-2ec9-4551-b8d5-c0bd5833a4f1:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,8eb58231-2ec9-4551-b8d5-c0bd5833a4f1,,2018-06-06T12:00:00+0200,time lapse,,,,,,,human,,,,
69239032-fe09-4a66-9b8f-e1ffe9050b86:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,69239032-fe09-4a66-9b8f-e1ffe9050b86,,2018-06-07T00:00:00+0200,time lapse,,,,,,,human,,,,
9da31afa-710d-4c34-923f-c2140382c4c9,e6f6eea4-861a-45a3-8693-e7c12a06bb37,38aff4c5-fe8b-4553-9f25-f4c02cfe6841,,2018-06-07T02:41:25+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:12:09+0200,,
49787baf-0952-4475-aa2c-81a9bec098d2:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,49787baf-0952-4475-aa2c-81a9bec098d2,,2018-06-07T12:00:00+0200,time lapse,,,,,,,human,,,,
8a32c3d2-288a-4438-bcca-11da836df076:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,8a32c3d2-288a-4438-bcca-11da836df076,,2018-06-08T00:00:00+0200,time lapse,,,,,,,human,,,,
574809f9-86af-4051-9317-e1b25895468f:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,574809f9-86af-4051-9317-e1b25895468f,,2018-06-08T12:00:00+0200,time lapse,,,,,,,human,,,,
f2e4c895-777d-4b4e-ac8d-976fb31d6456,e6f6eea4-861a-45a3-8693-e7c12a06bb37,86fe4215-c5af-4dba-988b-a21903e53b63,,2018-06-08T22:35:15+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:12:36+0200,,
6ba7ef5e-489a-492f-93c2-53f294cae75f,e6f6eea4-861a-45a3-8693-e7c12a06bb37,ba89519f-b2b2-41eb-b703-06b73f7fb608,,2018-06-08T23:45:18+0200,animal,Vulpes vulpes,Red Fox,1,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:12:56+0200,,
fda60f13-3b6b-4ab7-9fbc-35cd3d639b62:seq,e6f6eea4-861a-45a3-8693-e7c12a06bb37,fda60f13-3b6b-4ab7-9fbc-35cd3d639b62,,2018-06-09T00:00:00+0200,time lapse,,,,,,,human,,,,
