observation_id,deployment_id,sequence_id,media_id,timestamp,observation_type,scientific_name,vernacular_name,count,age,sex,individual_id,classification_method,classified_by,classification_date,classification_confidence,comments
a6323f7d-1b83-432f-bbec-4fcbfdb1f622:seq,68967df1-2a14-4180-83c7-bded3faf17d0,a6323f7d-1b83-432f-bbec-4fcbfdb1f622,,2018-06-06T00:00:00+0200,time lapse,,,,,,,human,,,,
473f7d32-00a2-40df-8aac-e12685959057,68967df1-2a14-4180-83c7-bded3faf17d0,36c95b3d-b46f-43f7-97b0-5a095556b617,,2018-06-06T02:23:36+0200,animal,Sus scrofa,wild boar,7,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:05:23+0200,,
ce8c951d-1b6c-4c9f-85fe-cf6d87eec7c5,68967df1-2a14-4180-83c7-bded3faf17d0,36c95b3d-b46f-43f7-97b0-5a095556b617,,2018-06-06T02:23:36+0200,animal,Sus scrofa,wild boar,1,undefined,female,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:04:42+0200,,
4e546a88-65bd-4c3f-86a8-91dcf85b71cc:seq,68967df1-2a14-4180-83c7-bded3faf17d0,4e546a88-65bd-4c3f-86a8-91dcf85b71cc,,2018-06-06T12:00:00+0200,time lapse,,,,,,,human,,,,
65d2c848-96a1-48b1-a6c8-b4b642a63369:seq,68967df1-2a14-4180-83c7-bded3faf17d0,65d2c848-96a1-48b1-a6c8-b4b642a63369,,2018-06-07T00:00:00+0200,time lapse,,,,,,,human,,,,
98371025-aae8-4e10-be69-dda0d7f045c3:seq,68967df1-2a14-4180-83c7-bded3faf17d0,98371025-aae8-4e10-be69-dda0d7f045c3,,2018-06-07T12:00:00+0200,time lapse,,,,,,,human,,,,
ca63ed17-80bc-4f85-8513-e072a2cea5e3:seq,68967df1-2a14-4180-83c7-bded3faf17d0,ca63ed17-80bc-4f85-8513-e072a2cea5e3,,2018-06-08T00:00:00+0200,time lapse,,,,,,,human,,,,
76d1530e-0670-4ccd-9848-da1cb10c5563:seq,68967df1-2a14-4180-83c7-bded3faf17d0,76d1530e-0670-4ccd-9848-da1cb10c5563,,2018-06-08T12:00:00+0200,time lapse,,,,,,,human,,,,
ab2dd0d1-45c8-423f-8d95-81db51ab8c91:seq,68967df1-2a14-4180-83c7-bded3faf17d0,ab2dd0d1-45c8-423f-8d95-81db51ab8c91,,2018-06-09T00:00:00+0200,time lapse,,,,,,,human,,,,
85ddbaa6-2c06-4927-8bb8-9321fe66c4aa:seq,68967df1-2a14-4180-83c7-bded3faf17d0,85ddbaa6-2c06-4927-8bb8-9321fe66c4aa,,2018-06-09T12:00:00+0200,time lapse,,,,,,,human,,,,
40eab76a-cf5f-4895-a068-c9224576bce4:seq,68967df1-2a14-4180-83c7-bded3faf17d0,40eab76a-cf5f-4895-a068-c9224576bce4,,2018-06-10T00:00:00+0200,time lapse,,,,,,,human,,,,
65d4d151-2a7a-4f15-b33c-2483e6c3598b:seq,68967df1-2a14-4180-83c7-bded3faf17d0,65d4d151-2a7a-4f15-b33c-2483e6c3598b,,2018-06-10T12:00:00+0200,time lapse,,,,,,,human,,,,
a792d973-fe24-4dd2-bf09-4558584ba818:seq,68967df1-2a14-4180-83c7-bded3faf17d0,a792d973-fe24-4dd2-bf09-4558584ba818,,2018-06-11T00:00:00+0200,time lapse,,,,,,,human,,,,
00cd2be9-d739-4e46-aa7c-d1a63414bd58:seq,68967df1-2a14-4180-83c7-bded3faf17d0,00cd2be9-d739-4e46-aa7c-d1a63414bd58,,2018-06-11T12:00:00+0200,time lapse,,,,,,,human,,,,
a8ab349b-1ecd-4385-9690-c303996bec17:seq,68967df1-2a14-4180-83c7-bded3faf17d0,a8ab349b-1ecd-4385-9690-c303996bec17,,2018-06-12T00:00:00+0200,time lapse,,,,,,,human,,,,
4333c97e-dded-4deb-a2f5-bc1aa114d816,68967df1-2a14-4180-83c7-bded3faf17d0,028f0c6a-d97a-4647-a6b6-4fcb651dc663,,2018-06-12T00:25:20+0200,animal,Sus scrofa,wild boar,1,adult,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-08-18T19:07:46+0200,,
9a82a600-1b8b-4299-8b54-48b4915aec75,68967df1-2a14-4180-83c7-bded3faf17d0,028f0c6a-d97a-4647-a6b6-4fcb651dc663,,2018-06-12T00:25:20+0200,animal,Sus scrofa,wild boar,4,juvenile,undefined,,human,bf315175-2b1d-40d7-9aee-9e50ce63085e,2018-08-18T19:07:58+0200,,
dcbba4a9-142a-4d0e-8ac1-a37d71fbef9d:seq,68967df1-2a14-4180-83c7-bded3faf17d0,dcbba4a9-142a-4d0e-8ac1-a37d71fbef9d,,2018-06-12T12:00:00+0200,time lapse,,,,,,,human,,,,
2255a2b2-db3f-4ecb-a90b-973e22f44c60:seq,68967df1-2a14-4180-83c7-bded3faf17d0,2255a2b2-db3f-4ecb-a90b-973e22f44c60,,2018-06-13T00:00:00+0200,time lapse,,,,,,,human,,,,
23813a5b-2f4a-4076-b766-a7eea7d4cba3,68967df1-2a14-4180-83c7-bded3faf17d0,e25c9fad-cc3a-4ce0-ace5-c6e500960c8c,,2018-06-13T01:59:51+0200,animal,Sus scrofa,wild boar,1,,,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:45:45+0100,,adult?
a26c546e-ebda-4bee-8209-6b586df148c4:seq,68967df1-2a14-4180-83c7-bded3faf17d0,a26c546e-ebda-4bee-8209-6b586df148c4,,2018-06-13T04:14:49+0200,empty,,,,,,,human,,,,
c1fcb8bb-24ac-4c1e-bf82-6566a67c3f89:seq,68967df1-2a14-4180-83c7-bded3faf17d0,c1fcb8bb-24ac-4c1e-bf82-6566a67c3f89,,2018-06-13T12:00:00+0200,time lapse,,,,,,,human,,,,
7fde808d-2352-43a5-9183-264b931ed237:seq,68967df1-2a14-4180-83c7-bded3faf17d0,7fde808d-2352-43a5-9183-264b931ed237,,2018-06-14T00:00:00+0200,time lapse,,,,,,,human,,,,
1fcb6e49-47a3-4319-8006-e3e7b03362d4:seq,68967df1-2a14-4180-83c7-bded3faf17d0,1fcb6e49-47a3-4319-8006-e3e7b03362d4,,2018-06-14T12:00:00+0200,time lapse,,,,,,,human,,,,
f34b0975-751a-415f-80df-6892715c5c3e:seq,68967df1-2a14-4180-83c7-bded3faf17d0,f34b0975-751a-415f-80df-6892715c5c3e,,2018-06-15T00:00:00+0200,time lapse,,,,,,,human,,,,
edfd499f-38b5-4028-9f87-2f6919f23b34:seq,68967df1-2a14-4180-83c7-bded3faf17d0,edfd499f-38b5-4028-9f87-2f6919f23b34,,2018-06-15T12:00:00+0200,time lapse,,,,,,,human,,,,
de9a6745-703c-4f64-b93f-caa7e7d0dc60:seq,68967df1-2a14-4180-83c7-bded3faf17d0,de9a6745-703c-4f64-b93f-caa7e7d0dc60,,2018-06-16T00:00:00+0200,time lapse,,,,,,,human,,,,
ebbdf635-9f79-4498-a0f7-3d5f4da404a6:seq,68967df1-2a14-4180-83c7-bded3faf17d0,ebbdf635-9f79-4498-a0f7-3d5f4da404a6,,2018-06-16T12:00:00+0200,time lapse,,,,,,,human,,,,
9b8a33bf-35c2-4db8-abeb-bb2ad8834e65:seq,68967df1-2a14-4180-83c7-bded3faf17d0,9b8a33bf-35c2-4db8-abeb-bb2ad8834e65,,2018-06-17T00:00:00+0200,time lapse,,,,,,,human,,,,
83c0c595-c870-4bd5-a13d-45178b73525b,68967df1-2a14-4180-83c7-bded3faf17d0,7fd24654-e01f-4b04-88a1-2ec51d6a8841,,2018-06-17T00:46:36+0200,animal,Sus scrofa,wild boar,1,undefined,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:49:24+0100,,
f5958574-1d11-4b48-bf94-79766524e73e:seq,68967df1-2a14-4180-83c7-bded3faf17d0,f5958574-1d11-4b48-bf94-79766524e73e,,2018-06-17T12:00:00+0200,time lapse,,,,,,,human,,,,
1205101f-b699-4064-990a-9b511dd61ef9:seq,68967df1-2a14-4180-83c7-bded3faf17d0,1205101f-b699-4064-990a-9b511dd61ef9,,2018-06-18T00:00:00+0200,time lapse,,,,,,,human,,,,
32b031b8-6b3b-421f-81f0-dd5a0afca5ad:seq,68967df1-2a14-4180-83c7-bded3faf17d0,32b031b8-6b3b-421f-81f0-dd5a0afca5ad,,2018-06-18T12:00:00+0200,time lapse,,,,,,,human,,,,
839e7c43-c083-4a43-8a0b-3130f1185dcf:seq,68967df1-2a14-4180-83c7-bded3faf17d0,839e7c43-c083-4a43-8a0b-3130f1185dcf,,2018-06-19T00:00:00+0200,time lapse,,,,,,,human,,,,
9f7ffa51-1f68-487e-882a-7c5860d5812e:seq,68967df1-2a14-4180-83c7-bded3faf17d0,9f7ffa51-1f68-487e-882a-7c5860d5812e,,2018-06-19T12:00:00+0200,time lapse,,,,,,,human,,,,
f69e9b31-f66c-4bf1-b340-81eb87215d69:seq,68967df1-2a14-4180-83c7-bded3faf17d0,f69e9b31-f66c-4bf1-b340-81eb87215d69,,2018-06-20T00:00:00+0200,time lapse,,,,,,,human,,,,
90156767-6171-42eb-9471-6e6c32b39dea:seq,68967df1-2a14-4180-83c7-bded3faf17d0,90156767-6171-42eb-9471-6e6c32b39dea,,2018-06-20T12:00:00+0200,time lapse,,,,,,,human,,,,
2a98256d-6649-481f-ac08-e70b7cb9d642:seq,68967df1-2a14-4180-83c7-bded3faf17d0,2a98256d-6649-481f-ac08-e70b7cb9d642,,2018-06-21T00:00:00+0200,time lapse,,,,,,,human,,,,
4365f849-3bb9-490e-923a-65d96535448c,68967df1-2a14-4180-83c7-bded3faf17d0,0190d4da-2070-41b8-990f-fd99478c3ff6,,2018-06-21T01:41:53+0200,animal,Sus scrofa,wild boar,1,undefined,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:50:30+0100,,
65ddfa36-b788-4655-af1a-1b21ed22ebbd:seq,68967df1-2a14-4180-83c7-bded3faf17d0,65ddfa36-b788-4655-af1a-1b21ed22ebbd,,2018-06-21T12:00:00+0200,time lapse,,,,,,,human,,,,
761a8b1b-b4e7-4e37-9d92-07052a0cea3a:seq,68967df1-2a14-4180-83c7-bded3faf17d0,761a8b1b-b4e7-4e37-9d92-07052a0cea3a,,2018-06-22T00:00:00+0200,time lapse,,,,,,,human,,,,
2d34776b-c4f4-4223-8b39-f903c05f87d5,68967df1-2a14-4180-83c7-bded3faf17d0,3402b968-3b30-451c-80a2-1735d8151cc9,,2018-06-22T05:25:33+0200,animal,Sus scrofa,wild boar,6,juvenile,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:52:26+0100,,
ff1275fc-7082-4522-ab7a-c6f93da49cc2,68967df1-2a14-4180-83c7-bded3faf17d0,3402b968-3b30-451c-80a2-1735d8151cc9,,2018-06-22T05:25:33+0200,animal,Sus scrofa,wild boar,2,adult,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:52:40+0100,,
59284e02-34f1-44d7-b2bf-667117a2d308:seq,68967df1-2a14-4180-83c7-bded3faf17d0,59284e02-34f1-44d7-b2bf-667117a2d308,,2018-06-22T12:00:00+0200,time lapse,,,,,,,human,,,,
500ec0fe-d675-4bb9-a0f3-af5c6979373b:seq,68967df1-2a14-4180-83c7-bded3faf17d0,500ec0fe-d675-4bb9-a0f3-af5c6979373b,,2018-06-23T00:00:00+0200,time lapse,,,,,,,human,,,,
e821c1cf-e8a2-4a21-a04f-8e5a1b663cec,68967df1-2a14-4180-83c7-bded3faf17d0,fb85e134-3ae3-4ba0-9674-fdc9154e0e3c,,2018-06-23T04:24:50+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:53:02+0100,,
b2fefd3f-230d-45e7-ab91-f09bfe5e56cb:seq,68967df1-2a14-4180-83c7-bded3faf17d0,b2fefd3f-230d-45e7-ab91-f09bfe5e56cb,,2018-06-23T12:00:00+0200,time lapse,,,,,,,human,,,,
c28d6d8f-5eb3-4c1a-8656-377beafc34b0:seq,68967df1-2a14-4180-83c7-bded3faf17d0,c28d6d8f-5eb3-4c1a-8656-377beafc34b0,,2018-06-24T00:00:00+0200,time lapse,,,,,,,human,,,,
1ab8e52a-d4a7-4c4e-b51f-01332e77304a:seq,68967df1-2a14-4180-83c7-bded3faf17d0,1ab8e52a-d4a7-4c4e-b51f-01332e77304a,,2018-06-24T12:00:00+0200,time lapse,,,,,,,human,,,,
1ab137c0-aaa5-43a2-8af4-39c3e0765f25:seq,68967df1-2a14-4180-83c7-bded3faf17d0,1ab137c0-aaa5-43a2-8af4-39c3e0765f25,,2018-06-25T00:00:00+0200,time lapse,,,,,,,human,,,,
7eb8e112-9674-40d0-832c-dc148e160a9d:seq,68967df1-2a14-4180-83c7-bded3faf17d0,7eb8e112-9674-40d0-832c-dc148e160a9d,,2018-06-25T12:00:00+0200,time lapse,,,,,,,human,,,,
84f38605-fa51-4f47-90d7-bb458faa1693:seq,68967df1-2a14-4180-83c7-bded3faf17d0,84f38605-fa51-4f47-90d7-bb458faa1693,,2018-06-26T00:00:00+0200,time lapse,,,,,,,human,,,,
bd7ce633-3b04-47b2-9429-c82ddd5929dc:seq,68967df1-2a14-4180-83c7-bded3faf17d0,bd7ce633-3b04-47b2-9429-c82ddd5929dc,,2018-06-26T12:00:00+0200,time lapse,,,,,,,human,,,,
31920a8d-ebf2-4275-b6f4-2725ed16b808:seq,68967df1-2a14-4180-83c7-bded3faf17d0,31920a8d-ebf2-4275-b6f4-2725ed16b808,,2018-06-26T22:35:38+0200,empty,,,,,,,human,,,,
0a084b07-3c15-4474-ad1f-78c94b177c69:seq,68967df1-2a14-4180-83c7-bded3faf17d0,0a084b07-3c15-4474-ad1f-78c94b177c69,,2018-06-27T00:00:00+0200,time lapse,,,,,,,human,,,,
734658ac-1cf5-401d-9cee-d64de0814544,68967df1-2a14-4180-83c7-bded3faf17d0,515d0c0f-3811-4346-afcd-e0e50fa89df2,,2018-06-27T01:01:06+0200,animal,Sus scrofa,wild boar,1,undefined,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:53:41+0100,,
e4c5551c-b4c1-42f5-91af-9a351b6f3cdd,68967df1-2a14-4180-83c7-bded3faf17d0,75ff95af-79f5-43ea-92bb-85a8aa04d062,,2018-06-27T03:06:14+0200,animal,Erinaceus europaeus,western European hedgehog,1,undefined,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2019-02-05T09:19:17+0100,,
ef919569-5a26-47e7-8e84-d5f378702c89,68967df1-2a14-4180-83c7-bded3faf17d0,6314aa8e-ea14-4e08-8c23-64baf78c9159,,2018-06-27T04:26:33+0200,animal,Sus scrofa,wild boar,1,adult,male,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T15:55:07+0100,,
44caeaaf-c1c9-4d3d-8232-40a154acedb6,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,3,juvenile,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:02:18+0100,,
29de7d94-2dc3-4b1f-8bd5-75cc00408c26,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,1,undefined,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:01:24+0100,,
d734e464-2221-4269-a7ae-16ff82499f16,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,1,adult,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:01:41+0100,,
f52ca548-c8ae-42a7-b254-bec5ad70fe8d,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,8,juvenile,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:01:56+0100,,
89742bdc-9823-4014-8772-eeacdc93f34e,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,1,juvenile,male,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:02:29+0100,,
e01d8c34-5268-4f87-b819-1d1cacf39ee6,68967df1-2a14-4180-83c7-bded3faf17d0,ceff0b2e-0f24-4134-ba72-30dc62cc28c9,,2018-06-27T07:49:48+0200,animal,Sus scrofa,wild boar,3,undefined,undefined,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:02:45+0100,,
3ac62d90-2e7b-451c-9e16-173762f3d290:seq,68967df1-2a14-4180-83c7-bded3faf17d0,3ac62d90-2e7b-451c-9e16-173762f3d290,,2018-06-27T12:00:00+0200,time lapse,,,,,,,human,,,,
5754f819-fe8b-488b-a32e-5927b08e36b6,68967df1-2a14-4180-83c7-bded3faf17d0,dbddd587-00f1-4060-896d-7dd6819e4c41,,2018-06-27T21:18:13+0200,animal,Sus scrofa,wild boar,1,adult,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-11-12T16:04:07+0100,,
d3c5d046-c666-4693-b1ac-2fcc56873d81:seq,68967df1-2a14-4180-83c7-bded3faf17d0,d3c5d046-c666-4693-b1ac-2fcc56873d81,,2018-06-28T00:00:00+0200,time lapse,,,,,,,human,,,,
0c835b8d-d742-4e2c-aefa-3e3d50b4763c:seq,68967df1-2a14-4180-83c7-bded3faf17d0,0c835b8d-d742-4e2c-aefa-3e3d50b4763c,,2018-06-28T12:00:00+0200,time lapse,,,,,,,human,,,,
b58879c6-2104-405d-80fc-72145c39a3f8:seq,68967df1-2a14-4180-83c7-bded3faf17d0,b58879c6-2104-405d-80fc-72145c39a3f8,,2018-06-29T00:00:00+0200,time lapse,,,,,,,human,,,,
0e49b26d-7c6c-4231-8123-a12a38d01858:seq,68967df1-2a14-4180-83c7-bded3faf17d0,0e49b26d-7c6c-4231-8123-a12a38d01858,,2018-06-29T12:00:00+0200,time lapse,,,,,,,human,,,,
841af1ea-9d92-431d-8d1b-f740464a26db:seq,68967df1-2a14-4180-83c7-bded3faf17d0,841af1ea-9d92-431d-8d1b-f740464a26db,,2018-06-30T00:00:00+0200,time lapse,,,,,,,human,,,,
26748c26-2965-4055-942d-5aeb0ef91012:seq,68967df1-2a14-4180-83c7-bded3faf17d0,26748c26-2965-4055-942d-5aeb0ef91012,,2018-06-30T12:00:00+0200,time lapse,,,,,,,human,,,,
acd90f36-968b-4baa-a24f-77a3210e3155:seq,68967df1-2a14-4180-83c7-bded3faf17d0,acd90f36-968b-4baa-a24f-77a3210e3155,,2018-07-01T00:00:00+0200,time lapse,,,,,,,human,,,,
e5257f5e-e112-4e8e-8cf8-4321ddbd03e0:seq,68967df1-2a14-4180-83c7-bded3faf17d0,e5257f5e-e112-4e8e-8cf8-4321ddbd03e0,,2018-07-01T12:00:00+0200,time lapse,,,,,,,human,,,,
5ac225ed-b9e1-4ca6-8b87-884662753d8f:seq,68967df1-2a14-4180-83c7-bded3faf17d0,5ac225ed-b9e1-4ca6-8b87-884662753d8f,,2018-07-02T00:00:00+0200,time lapse,,,,,,,human,,,,
7f94369c-0c71-452b-a3f8-bb57aea8381a:seq,68967df1-2a14-4180-83c7-bded3faf17d0,7f94369c-0c71-452b-a3f8-bb57aea8381a,,2018-07-02T12:00:00+0200,time lapse,,,,,,,human,,,,
6ad47d69-ac63-4a1d-8f72-6363bb1a8554:seq,68967df1-2a14-4180-83c7-bded3faf17d0,6ad47d69-ac63-4a1d-8f72-6363bb1a8554,,2018-07-03T00:00:00+0200,time lapse,,,,,,,human,,,,
4a2c63ae-506a-4a5d-89ea-00d8d1f0e392:seq,68967df1-2a14-4180-83c7-bded3faf17d0,4a2c63ae-506a-4a5d-89ea-00d8d1f0e392,,2018-07-03T12:00:00+0200,time lapse,,,,,,,human,,,,
619365f6-8efe-4da4-92a6-4744412b0e54:seq,68967df1-2a14-4180-83c7-bded3faf17d0,619365f6-8efe-4da4-92a6-4744412b0e54,,2018-07-04T00:00:00+0200,time lapse,,,,,,,human,,,,
51d524d1-fc48-45b6-9a60-515d2c557f90:seq,68967df1-2a14-4180-83c7-bded3faf17d0,51d524d1-fc48-45b6-9a60-515d2c557f90,,2018-07-04T12:00:00+0200,time lapse,,,,,,,human,,,,
08359c60-943b-4e7f-b16b-e517ead2572a:seq,68967df1-2a14-4180-83c7-bded3faf17d0,08359c60-943b-4e7f-b16b-e517ead2572a,,2018-07-04T19:21:14+0200,setup/pickup,,,,,,,human,,,,
49a18104-d899-4ad2-bcb7-d3c1fc7fd519:seq,749161ca-5993-4965-beb1-84ac9fc54b28,49a18104-d899-4ad2-bcb7-d3c1fc7fd519,,2018-06-02T17:30:53+0200,setup/pickup,,,,,,,human,,,,
d7284e1f-1f14-45eb-b499-5b6af3c95045:seq,749161ca-5993-4965-beb1-84ac9fc54b28,d7284e1f-1f14-45eb-b499-5b6af3c95045,,2018-06-02T17:36:18+0200,setup/pickup,,,,,,,human,,,,
b3e0ad9e-6670-4310-9215-952f44c2197d:seq,749161ca-5993-4965-beb1-84ac9fc54b28,b3e0ad9e-6670-4310-9215-952f44c2197d,,2018-06-03T00:00:00+0200,time lapse,,,,,,,human,,,,
040da4c9-fe5e-4317-ba8c-aaab3b1e170a:seq,749161ca-5993-4965-beb1-84ac9fc54b28,040da4c9-fe5e-4317-ba8c-aaab3b1e170a,,2018-06-03T12:00:00+0200,time lapse,,,,,,,human,,,,
36b5ecb8-65a4-4ff9-a6a2-b4c6fcfbb9aa:seq,749161ca-5993-4965-beb1-84ac9fc54b28,36b5ecb8-65a4-4ff9-a6a2-b4c6fcfbb9aa,,2018-06-04T00:00:00+0200,time lapse,,,,,,,human,,,,
cc8a3da3-c88b-4db2-93a4-e67026cd1217:seq,749161ca-5993-4965-beb1-84ac9fc54b28,cc8a3da3-c88b-4db2-93a4-e67026cd1217,,2018-06-04T12:00:00+0200,time lapse,,,,,,,human,,,,
7f33e92e-fcb6-46a6-a07c-083dd1b01686:seq,749161ca-5993-4965-beb1-84ac9fc54b28,7f33e92e-fcb6-46a6-a07c-083dd1b01686,,2018-06-05T00:00:00+0200,time lapse,,,,,,,human,,,,
b087220b-b253-4839-a536-8f330e8130aa:seq,749161ca-5993-4965-beb1-84ac9fc54b28,b087220b-b253-4839-a536-8f330e8130aa,,2018-06-05T12:00:00+0200,time lapse,,,,,,,human,,,,
1bc59eba-812f-45d0-88f6-9b1019574926:seq,749161ca-5993-4965-beb1-84ac9fc54b28,1bc59eba-812f-45d0-88f6-9b1019574926,,2018-06-06T00:00:00+0200,time lapse,,,,,,,human,,,,
4300f58b-45d0-41e2-979f-dafe5ea7417f:seq,749161ca-5993-4965-beb1-84ac9fc54b28,4300f58b-45d0-41e2-979f-dafe5ea7417f,,2018-06-06T12:00:00+0200,time lapse,,,,,,,human,,,,
61522daa-53a7-40e4-8c04-e82443a3b248:seq,749161ca-5993-4965-beb1-84ac9fc54b28,61522daa-53a7-40e4-8c04-e82443a3b248,,2018-06-07T00:00:00+0200,time lapse,,,,,,,human,,,,
082de726-d94c-45e0-bbf1-d718e32d958e:seq,749161ca-5993-4965-beb1-84ac9fc54b28,082de726-d94c-45e0-bbf1-d718e32d958e,,2018-06-07T12:00:00+0200,time lapse,,,,,,,human,,,,
8b573d2b-4088-4a79-bcf5-dc001b6fd588:seq,749161ca-5993-4965-beb1-84ac9fc54b28,8b573d2b-4088-4a79-bcf5-dc001b6fd588,,2018-06-08T00:00:00+0200,time lapse,,,,,,,human,,,,
f2ca84ae-09a6-4eed-92ef-12009b1451ab:seq,749161ca-5993-4965-beb1-84ac9fc54b28,f2ca84ae-09a6-4eed-92ef-12009b1451ab,,2018-06-08T12:00:00+0200,time lapse,,,,,,,human,,,,
d8a781f4-be59-429d-ab0f-238d27f7e997:seq,749161ca-5993-4965-beb1-84ac9fc54b28,d8a781f4-be59-429d-ab0f-238d27f7e997,,2018-06-09T00:00:00+0200,time lapse,,,,,,,human,,,,
fb50cee6-cc52-4ac8-863e-f8d71fca3d78:seq,749161ca-5993-4965-beb1-84ac9fc54b28,fb50cee6-cc52-4ac8-863e-f8d71fca3d78,,2018-06-09T12:00:00+0200,time lapse,,,,,,,human,,,,
83594e01-1a0e-4980-94f8-bae07097f4f5:seq,749161ca-5993-4965-beb1-84ac9fc54b28,83594e01-1a0e-4980-94f8-bae07097f4f5,,2018-06-10T00:00:00+0200,time lapse,,,,,,,human,,,,
9a748cf8-0a1b-4c16-8821-309a883640ff:seq,749161ca-5993-4965-beb1-84ac9fc54b28,9a748cf8-0a1b-4c16-8821-309a883640ff,,2018-06-10T12:00:00+0200,time lapse,,,,,,,human,,,,
edab0519-1135-4ef2-a60c-e69acde8a212:seq,749161ca-5993-4965-beb1-84ac9fc54b28,edab0519-1135-4ef2-a60c-e69acde8a212,,2018-06-11T00:00:00+0200,time lapse,,,,,,,human,,,,
ec2fe52b-93bd-4cd0-9afa-bf0fc7aa8f88:seq,749161ca-5993-4965-beb1-84ac9fc54b28,ec2fe52b-93bd-4cd0-9afa-bf0fc7aa8f88,,2018-06-11T12:00:00+0200,time lapse,,,,,,,human,,,,
6495e31e-86c8-4b31-ac47-a1be957f1e1c:seq,749161ca-5993-4965-beb1-84ac9fc54b28,6495e31e-86c8-4b31-ac47-a1be957f1e1c,,2018-06-12T00:00:00+0200,time lapse,,,,,,,human,,,,
e00e7937-56de-4316-a84b-ef2448079876:seq,749161ca-5993-4965-beb1-84ac9fc54b28,e00e7937-56de-4316-a84b-ef2448079876,,2018-06-12T12:00:00+0200,time lapse,,,,,,,human,,,,
b48d669c-bb90-42cd-8b93-c093d16412e1:seq,749161ca-5993-4965-beb1-84ac9fc54b28,b48d669c-bb90-42cd-8b93-c093d16412e1,,2018-06-13T00:00:00+0200,time lapse,,,,,,,human,,,,
be52f72b-2ae5-46e9-b435-8912ed8aadcb:seq,749161ca-5993-4965-beb1-84ac9fc54b28,be52f72b-2ae5-46e9-b435-8912ed8aadcb,,2018-06-13T12:00:00+0200,time lapse,,,,,,,human,,,,
a36a7277-72ea-45d6-969a-16ad54f673a6:seq,749161ca-5993-4965-beb1-84ac9fc54b28,a36a7277-72ea-45d6-969a-16ad54f673a6,,2018-06-14T00:00:00+0200,time lapse,,,,,,,human,,,,
567e1a5a-2560-4b67-ab4b-6ba542edc9d1:seq,749161ca-5993-4965-beb1-84ac9fc54b28,567e1a5a-2560-4b67-ab4b-6ba542edc9d1,,2018-06-14T12:00:00+0200,time lapse,,,,,,,human,,,,
29c985c4-4f7d-4e07-a7cb-a87897b77f3b:seq,749161ca-5993-4965-beb1-84ac9fc54b28,29c985c4-4f7d-4e07-a7cb-a87897b77f3b,,2018-06-15T00:00:00+0200,time lapse,,,,,,,human,,,,
1adb23cd-f79e-4d08-8ab9-67b0a328feab:seq,749161ca-5993-4965-beb1-84ac9fc54b28,1adb23cd-f79e-4d08-8ab9-67b0a328feab,,2018-06-15T12:00:00+0200,time lapse,,,,,,,human,,,,
563f7a49-eb60-4089-9df7-4c0befd80882:seq,749161ca-5993-4965-beb1-84ac9fc54b28,563f7a49-eb60-4089-9df7-4c0befd80882,,2018-06-16T00:00:00+0200,time lapse,,,,,,,human,,,,
