occurrenceID,type,datasetName,basisOfRecord,dataGeneralizations,occurrenceStatus,organismID,organismName,eventID,samplingProtocol,eventDate,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,scientificName,kingdom
12593533191,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 86 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T10:04:30Z,-4.0,51.1846908,3.4372456,WGS84,38.4,"Larus fuscus",Animalia
12593533195,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 82 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T11:05:08Z,328.0,51.2976483,3.3072749,WGS84,4.9,"Larus fuscus",Animalia
12593533197,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 81 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T12:05:28Z,17.0,51.3415676,3.1842697,WGS84,11.0,"Larus fuscus",Animalia
12593533199,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 81 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T13:10:15Z,20.0,51.3402555,3.1845919,WGS84,,"Larus fuscus",Animalia
12593533201,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 93 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T14:16:08Z,5.0,51.3414801,3.1842748,WGS84,7.0,"Larus fuscus",Animalia
12593533203,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 83 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T15:00:55Z,-58.0,51.3188213,3.1804041,WGS84,13.0,"Larus fuscus",Animalia
12593533207,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 80 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T16:00:49Z,40.0,51.2169969,3.3944414,WGS84,69.0,"Larus fuscus",Animalia
12593533211,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T17:01:28Z,8.0,51.1952432,3.4334183,WGS84,10.1,"Larus fuscus",Animalia
12593533215,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 83 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T18:01:39Z,7.0,51.1952561,3.433408,WGS84,4.4,"Larus fuscus",Animalia
12593533219,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 149 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T19:16:27Z,401.0,51.2505088,3.3314116,WGS84,57.4,"Larus fuscus",Animalia
12593533222,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 114 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T20:01:13Z,28.0,51.3102036,3.2336145,WGS84,61.1,"Larus fuscus",Animalia
12593533226,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T21:16:57Z,0.0,51.3095727,3.2331637,WGS84,6.4,"Larus fuscus",Animalia
12593533228,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T22:16:40Z,6.0,51.3095517,3.2329253,WGS84,6.8,"Larus fuscus",Animalia
12593533230,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 31 records",present,L901266,Hilbran,849-L901266,gps,2013-07-24T23:16:54Z,7.0,51.3096019,3.2327903,WGS84,10.8,"Larus fuscus",Animalia
12593533232,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 30 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T00:16:39Z,0.0,51.3095918,3.2327775,WGS84,6.2,"Larus fuscus",Animalia
12593533234,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T01:16:30Z,5.0,51.3095174,3.2326813,WGS84,51.8,"Larus fuscus",Animalia
12593533236,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T02:16:23Z,1.0,51.3094531,3.2326943,WGS84,7.4,"Larus fuscus",Animalia
12593533238,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 98 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T03:01:27Z,7.0,51.3092988,3.2327221,WGS84,9.6,"Larus fuscus",Animalia
12593533242,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 102 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T04:02:08Z,6.0,51.3172944,3.2994826,WGS84,7.1,"Larus fuscus",Animalia
12593533246,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 85 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T05:03:06Z,17.0,51.2463799,3.363155,WGS84,6.8,"Larus fuscus",Animalia
12593533250,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 87 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T06:03:39Z,14.0,51.1873343,3.4290883,WGS84,17.1,"Larus fuscus",Animalia
12593533254,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 83 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T07:04:07Z,3.0,51.194694,3.4340388,WGS84,14.5,"Larus fuscus",Animalia
12593533258,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 100 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T08:04:05Z,20.0,51.1847444,3.4376577,WGS84,42.2,"Larus fuscus",Animalia
12593533262,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 146 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T09:04:11Z,128.0,51.2743661,3.3439032,WGS84,8.4,"Larus fuscus",Animalia
12593533266,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 152 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T10:22:08Z,6.0,51.341541,3.1842523,WGS84,7.6,"Larus fuscus",Animalia
12593533268,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 146 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T11:07:18Z,-37.0,51.341427,3.1842874,WGS84,14.6,"Larus fuscus",Animalia
12593533270,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 93 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T12:07:24Z,8.0,51.347572,3.1810473,WGS84,13.9,"Larus fuscus",Animalia
12593533274,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 82 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T13:07:34Z,13.0,51.332438,3.2226117,WGS84,14.1,"Larus fuscus",Animalia
12593533277,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 84 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T14:23:32Z,10.0,51.3425821,3.1816415,WGS84,5.8,"Larus fuscus",Animalia
12593533279,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 85 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T15:25:58Z,8.0,51.34158,3.1842862,WGS84,19.0,"Larus fuscus",Animalia
12593533281,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 83 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T16:28:03Z,9.0,51.3415379,3.1843156,WGS84,25.6,"Larus fuscus",Animalia
12593533283,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 86 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T17:29:42Z,6.0,51.3415059,3.1841997,WGS84,,"Larus fuscus",Animalia
12593533284,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 118 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T18:02:46Z,-6.0,51.3414097,3.1842875,WGS84,13.0,"Larus fuscus",Animalia
12593533286,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 94 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T19:02:34Z,36.0,51.33985,3.1843493,WGS84,15.1,"Larus fuscus",Animalia
12593533288,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 102 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T20:07:35Z,6.0,51.3438851,3.1887104,WGS84,6.5,"Larus fuscus",Animalia
12593533292,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 31 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T21:22:14Z,48.0,51.3461095,3.1877675,WGS84,23.6,"Larus fuscus",Animalia
12593533294,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T22:22:38Z,15.0,51.3452162,3.190581,WGS84,3.4,"Larus fuscus",Animalia
12593533296,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 31 records",present,L901266,Hilbran,849-L901266,gps,2013-07-25T23:22:30Z,6.0,51.3454621,3.1905984,WGS84,5.3,"Larus fuscus",Animalia
12593533298,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 32 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T00:22:14Z,15.0,51.3452658,3.1905203,WGS84,7.5,"Larus fuscus",Animalia
12593533300,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 31 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T01:22:29Z,12.0,51.3452496,3.1906338,WGS84,9.6,"Larus fuscus",Animalia
12593533302,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 31 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T02:52:10Z,38.0,51.3407908,3.1857871,WGS84,8.4,"Larus fuscus",Animalia
12593533303,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 101 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T03:22:15Z,2.0,51.3407319,3.1842429,WGS84,8.5,"Larus fuscus",Animalia
12593533305,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 109 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T04:23:08Z,5.0,51.341507,3.1842787,WGS84,4.5,"Larus fuscus",Animalia
12593533307,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 106 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T05:08:06Z,9.0,51.310607,3.2633107,WGS84,7.0,"Larus fuscus",Animalia
12593533311,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 80 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T06:08:00Z,5.0,51.309568,3.2638164,WGS84,15.1,"Larus fuscus",Animalia
12593533315,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 143 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T07:08:39Z,48.0,51.252807,3.334795,WGS84,8.3,"Larus fuscus",Animalia
12593533318,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 112 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T08:08:22Z,8.0,51.1845644,3.437371,WGS84,9.1,"Larus fuscus",Animalia
12593533322,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 84 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T09:08:06Z,-7.0,51.1946787,3.4337532,WGS84,15.9,"Larus fuscus",Animalia
12593533326,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 80 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T10:08:18Z,11.0,51.1863076,3.4306393,WGS84,19.1,"Larus fuscus",Animalia
12593533330,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 78 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T11:08:43Z,97.0,51.2124544,3.4063254,WGS84,10.4,"Larus fuscus",Animalia
12593533334,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 117 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T12:08:23Z,67.0,51.3107066,3.2916806,WGS84,18.3,"Larus fuscus",Animalia
12593533338,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 146 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T13:24:09Z,112.0,51.2698158,3.1910262,WGS84,8.9,"Larus fuscus",Animalia
12593533341,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 153 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T14:09:56Z,229.0,51.1777358,3.3736409,WGS84,14.7,"Larus fuscus",Animalia
12593533345,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 81 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T15:10:29Z,12.0,51.1862554,3.4309746,WGS84,12.6,"Larus fuscus",Animalia
12593533348,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 102 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T16:10:38Z,51.0,51.1812111,3.5218,WGS84,17.9,"Larus fuscus",Animalia
12593533352,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 80 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T17:11:03Z,5.0,51.2438565,3.3696117,WGS84,21.9,"Larus fuscus",Animalia
12593533356,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T18:27:02Z,13.0,51.3388152,3.1825366,WGS84,7.3,"Larus fuscus",Animalia
12593533358,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 77 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T19:14:33Z,-36.0,51.340188,3.1895702,WGS84,19.2,"Larus fuscus",Animalia
12593533361,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 85 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T20:15:02Z,5.0,51.3461816,3.186423,WGS84,9.0,"Larus fuscus",Animalia
12593533364,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 30 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T21:00:05Z,310.0,51.3457003,3.1845171,WGS84,17.7,"Larus fuscus",Animalia
12593533366,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 30 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T22:00:22Z,16.0,51.346904,3.1883009,WGS84,8.8,"Larus fuscus",Animalia
12593533368,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 29 records",present,L901266,Hilbran,849-L901266,gps,2013-07-26T23:00:58Z,4.0,51.3474008,3.1888265,WGS84,11.1,"Larus fuscus",Animalia
12593533370,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 29 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T00:00:40Z,-14.0,51.3472636,3.1894217,WGS84,11.2,"Larus fuscus",Animalia
12593533372,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 30 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T01:00:28Z,17.0,51.3458452,3.187262,WGS84,30.4,"Larus fuscus",Animalia
12593533374,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 30 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T02:01:52Z,-21.0,51.3469707,3.1884152,WGS84,31.8,"Larus fuscus",Animalia
12593533376,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 94 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T03:00:37Z,4.0,51.3457999,3.1874493,WGS84,9.2,"Larus fuscus",Animalia
12593533379,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 100 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T04:02:23Z,36.0,51.3407835,3.1857004,WGS84,24.6,"Larus fuscus",Animalia
12593533381,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 86 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T05:05:58Z,7.0,51.3066598,3.2854355,WGS84,8.6,"Larus fuscus",Animalia
12593533385,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 81 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T06:05:42Z,-48.0,51.1844455,3.4289571,WGS84,10.9,"Larus fuscus",Animalia
12593533389,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 98 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T07:05:27Z,-97.0,51.1832758,3.4532478,WGS84,12.6,"Larus fuscus",Animalia
12593533393,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 111 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T08:07:05Z,19.0,51.1945593,3.4552649,WGS84,6.0,"Larus fuscus",Animalia
12593533397,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 100 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T09:06:58Z,78.0,51.1869254,3.4282002,WGS84,16.8,"Larus fuscus",Animalia
12593533400,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 82 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T10:07:19Z,7.0,51.1938308,3.4345771,WGS84,8.8,"Larus fuscus",Animalia
12593533404,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 93 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T11:07:51Z,172.0,51.2663711,3.3596147,WGS84,10.3,"Larus fuscus",Animalia
12593533408,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 112 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T12:07:35Z,154.0,51.252286,3.3283464,WGS84,8.9,"Larus fuscus",Animalia
12593533412,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 146 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T13:08:02Z,22.0,51.1408383,3.4152847,WGS84,9.4,"Larus fuscus",Animalia
12593533416,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 153 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T14:09:13Z,79.0,51.0602509,3.4400462,WGS84,15.2,"Larus fuscus",Animalia
12593533420,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 146 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T15:09:29Z,-74.0,50.8976216,3.2990984,WGS84,28.4,"Larus fuscus",Animalia
12593533424,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 79 records",present,L901266,Hilbran,849-L901266,gps,2013-07-27T16:09:56Z,26.0,50.7486683,3.2516155,WGS84,26.0,"Larus fuscus",Animalia
